Age,Gender,Exercise Level,Diet Type,Sleep Hours,Work Hours per Week,Screen Time per Day (Hours),Social Interaction Score,Happiness Score,Stress Level
61,Male,Low,Vegan,7.9,48,2.5,9.1,2.1,Moderate
36,Male,Moderate,Keto,5.8,59,3.5,2.9,7.4,Low
37,Female,Low,Keto,5.6,23,3.5,4.7,9.7,Moderate
52,Female,Low,Junk Food,6.2,35,2.6,3.8,1.4,High
64,Other,High,Vegan,4.9,56,4.3,8.1,1.8,High
19,Male,Low,Junk Food,6.0,46,5.5,1.5,2.1,Low
47,Male,Low,Junk Food,7.2,24,5.5,2.8,4.9,Moderate
51,Female,Moderate,Junk Food,8.1,34,5.3,2.9,3.6,Low
39,Other,Low,Balanced,5.9,42,4.0,9.9,8.3,Moderate
20,Other,High,Junk Food,8.6,22,6.2,6.1,5.3,Moderate
23,Female,High,Vegetarian,7.5,37,7.0,2.3,5.4,High
32,Male,High,Keto,7.5,45,4.1,3.4,7.5,Low
44,Female,Low,Balanced,5.1,25,2.5,2.5,4.3,High
27,Female,Moderate,Junk Food,9.2,36,3.8,2.1,4.2,High
26,Female,High,Keto,7.3,57,2.8,8.2,7.8,High
50,Female,Low,Vegan,6.0,46,4.8,5.5,8.0,Low
49,Male,High,Vegan,5.7,39,2.9,6.7,1.1,Moderate
23,Female,High,Keto,6.0,25,4.8,4.0,2.3,Moderate
58,Male,Moderate,Vegetarian,5.0,54,3.3,6.0,2.9,Low
53,Female,High,Keto,8.0,31,6.4,3.3,4.2,Moderate
19,Other,Moderate,Keto,5.1,22,2.2,3.8,3.6,Low
46,Male,Low,Balanced,6.9,23,5.3,6.9,7.0,Low
21,Other,High,Vegan,5.8,23,3.0,2.4,8.5,Moderate
18,Female,Low,Vegan,7.5,23,2.0,6.6,2.7,High
36,Female,Low,Junk Food,7.7,58,7.2,8.7,6.1,Low
43,Female,Low,Keto,5.5,40,6.0,2.1,4.3,Low
42,Male,High,Keto,6.4,21,2.6,9.1,5.6,Low
27,Other,Moderate,Vegetarian,4.3,35,6.0,1.7,6.6,Low
32,Male,High,Vegan,9.1,26,5.7,4.1,9.0,Moderate
39,Male,Low,Vegetarian,8.1,38,4.8,6.5,2.7,Moderate
38,Female,Moderate,Balanced,4.4,52,4.5,6.0,1.8,Low
39,Other,Low,Junk Food,5.2,28,7.3,1.9,6.6,High
53,Female,Moderate,Vegetarian,6.3,56,3.5,8.2,4.5,Moderate
51,Male,High,Vegan,6.6,36,4.4,9.8,2.5,High
47,Female,Moderate,Balanced,5.5,46,4.0,2.6,2.1,High
42,Other,High,Keto,4.8,52,6.6,9.1,6.0,Low
62,Female,Low,Balanced,7.1,31,7.5,6.0,3.7,Moderate
45,Other,Moderate,Vegetarian,9.1,30,7.1,9.4,10.0,Low
18,Other,Low,Vegan,6.6,32,6.8,2.6,4.7,Low
62,Female,Moderate,Vegetarian,6.1,50,7.9,8.1,2.9,High
21,Male,High,Keto,5.9,32,6.2,1.5,6.7,High
24,Female,Moderate,Keto,4.9,57,6.5,8.9,3.2,High
26,Male,Moderate,Vegan,5.5,45,7.9,7.1,5.4,Low
53,Male,High,Junk Food,8.2,50,2.0,4.3,5.3,Low
36,Female,High,Balanced,3.4,41,5.8,2.7,5.1,Low
18,Male,High,Balanced,6.6,25,6.4,8.3,8.2,Low
27,Male,Moderate,Keto,6.5,39,7.5,6.4,2.9,Low
53,Female,Low,Vegetarian,6.7,40,7.3,4.2,9.1,Low
26,Female,Moderate,Vegetarian,7.6,29,7.1,5.0,8.1,Low
62,Female,Moderate,Junk Food,6.6,38,7.7,8.4,4.0,Low
63,Male,Low,Vegetarian,5.8,54,5.2,4.1,2.6,Moderate
59,Other,High,Balanced,5.5,45,2.0,1.8,3.5,Moderate
49,Male,Moderate,Vegetarian,8.4,26,2.1,9.2,4.0,Moderate
49,Other,Low,Junk Food,8.1,56,5.3,4.5,6.0,Moderate
23,Female,High,Balanced,10.8,27,4.6,4.1,1.4,Low
55,Other,High,Vegetarian,6.1,24,4.7,2.8,9.2,Low
34,Female,Moderate,Balanced,5.5,55,4.4,9.1,1.9,High
27,Female,High,Keto,7.2,47,7.5,3.0,3.5,High
44,Other,High,Keto,7.1,22,4.2,6.7,2.0,Moderate
52,Female,Low,Keto,7.5,58,7.1,8.9,3.3,High
38,Other,Low,Vegetarian,7.8,27,7.4,1.3,8.5,Moderate
42,Female,High,Junk Food,7.4,34,5.0,8.5,6.5,Low
45,Male,Low,Balanced,8.1,46,4.7,4.7,3.0,Low
64,Male,High,Vegan,8.3,55,6.6,6.9,8.8,High
32,Female,Moderate,Keto,8.3,35,6.2,4.4,8.2,Low
21,Female,Low,Keto,3.1,45,4.0,7.3,7.8,Low
46,Other,High,Vegan,6.8,23,2.6,3.3,8.6,Moderate
26,Male,High,Vegan,5.1,31,3.6,1.2,6.6,High
44,Other,Low,Vegetarian,8.1,36,2.8,9.5,5.5,Low
43,Female,Low,Balanced,3.1,45,3.8,1.1,4.4,High
36,Female,Moderate,Keto,8.7,50,3.6,8.4,3.0,Low
45,Other,High,Junk Food,5.2,34,5.8,2.5,6.0,Moderate
34,Female,Moderate,Vegetarian,4.9,53,7.7,4.5,9.0,Low
60,Male,Moderate,Vegetarian,7.0,48,6.1,8.4,6.3,High
58,Other,Moderate,Junk Food,5.9,28,7.6,2.9,9.3,High
59,Male,Low,Junk Food,9.2,33,6.7,8.8,4.2,Moderate
37,Male,Moderate,Junk Food,8.5,55,6.4,5.5,7.3,Low
62,Male,Low,Vegan,5.7,23,4.5,4.3,6.8,Moderate
57,Other,Low,Keto,8.1,57,3.9,7.0,7.0,High
56,Female,Moderate,Vegan,5.7,56,7.1,4.1,6.8,Moderate
40,Male,Moderate,Keto,5.7,43,7.4,4.1,3.0,Low
64,Male,High,Vegan,7.6,36,4.7,7.6,2.3,Low
49,Male,Moderate,Balanced,8.7,32,2.1,3.8,9.8,Moderate
64,Female,High,Keto,5.8,39,6.8,2.8,1.4,High
50,Female,Moderate,Vegetarian,6.0,36,3.7,8.3,5.2,High
63,Other,Moderate,Keto,7.0,46,2.1,8.2,4.8,Moderate
22,Female,Moderate,Keto,5.2,52,6.8,5.5,4.2,Low
60,Other,Moderate,Keto,8.8,40,5.1,5.7,8.0,Low
51,Other,High,Balanced,5.1,36,6.1,7.3,7.7,Low
57,Other,High,Vegan,5.6,41,7.5,5.6,9.1,Low
28,Other,Moderate,Vegetarian,9.2,44,5.2,4.8,4.6,High
20,Other,Moderate,Vegan,6.8,22,5.0,10.0,6.1,Low
50,Male,High,Vegan,9.4,46,3.7,2.3,9.0,Moderate
28,Female,Low,Junk Food,6.2,46,3.8,6.3,9.9,Moderate
33,Male,Low,Balanced,10.3,31,6.8,9.0,9.7,Moderate
35,Other,Low,Junk Food,7.4,34,4.7,7.2,7.5,Moderate
47,Female,High,Balanced,5.4,57,3.0,8.9,2.3,Low
27,Male,High,Vegan,5.3,39,2.6,4.0,1.2,High
35,Male,Low,Vegan,4.3,41,4.8,3.4,8.4,Low
55,Other,Low,Balanced,4.5,21,4.8,8.7,8.6,High
36,Male,Moderate,Vegan,5.5,23,5.9,4.5,7.7,Low
53,Male,High,Vegan,5.0,32,4.8,7.4,3.5,High
30,Male,High,Vegetarian,2.6,51,2.9,2.3,6.8,Moderate
63,Male,Low,Junk Food,7.8,41,5.0,7.8,3.8,Moderate
20,Male,Low,Junk Food,7.7,44,7.4,5.9,5.1,High
27,Other,High,Junk Food,7.0,46,3.0,3.4,4.4,High
55,Other,Moderate,Keto,4.8,36,6.1,5.5,9.2,High
18,Male,Low,Vegetarian,9.0,25,5.6,7.3,3.1,Moderate
44,Other,High,Junk Food,6.2,35,6.5,1.1,6.2,Moderate
63,Other,High,Junk Food,5.3,27,2.9,6.7,4.2,Low
25,Female,Moderate,Vegetarian,6.8,52,7.6,5.9,7.0,High
63,Male,Moderate,Vegan,6.8,29,5.7,3.0,6.1,High
59,Other,Low,Junk Food,2.7,53,7.1,7.8,9.3,High
34,Other,Low,Vegan,6.5,38,3.5,3.7,1.9,Moderate
26,Male,Low,Junk Food,6.7,33,6.4,3.5,3.0,High
23,Female,High,Balanced,5.9,22,6.7,5.2,7.9,High
60,Male,Low,Keto,4.5,42,4.4,7.1,4.3,Moderate
42,Female,High,Junk Food,4.6,59,4.3,9.4,2.5,High
56,Male,Low,Balanced,7.3,30,5.9,2.3,5.5,Low
45,Male,Moderate,Vegetarian,7.6,25,2.6,4.6,6.9,Moderate
50,Male,Moderate,Balanced,5.8,53,6.4,1.6,1.4,Moderate
54,Male,High,Vegetarian,7.1,20,2.3,7.8,3.6,Moderate
26,Female,Moderate,Junk Food,5.8,54,3.1,5.0,8.3,Low
35,Female,High,Vegetarian,5.2,44,6.0,7.4,5.7,Moderate
38,Other,High,Balanced,6.8,48,2.6,3.9,1.3,Moderate
19,Male,Moderate,Keto,4.8,42,7.8,8.6,3.5,Moderate
60,Female,High,Vegan,9.3,37,7.2,5.8,6.8,Moderate
55,Female,Moderate,Vegan,4.3,33,5.8,9.5,2.8,Low
57,Female,Low,Keto,6.9,36,6.9,1.7,8.4,High
53,Male,Low,Vegan,6.7,21,7.3,5.6,7.1,High
60,Other,Moderate,Junk Food,6.6,50,3.6,7.9,5.2,Moderate
54,Female,Moderate,Junk Food,8.7,38,7.1,6.4,9.2,Low
32,Male,Moderate,Balanced,2.5,51,3.2,1.2,4.5,Moderate
45,Female,Moderate,Balanced,7.1,47,4.5,9.8,3.1,High
35,Female,Low,Vegetarian,6.1,27,5.3,3.7,7.0,High
51,Other,High,Balanced,7.4,59,6.3,3.2,6.2,Low
39,Female,High,Junk Food,6.6,58,2.2,5.4,4.0,High
28,Female,Low,Balanced,6.4,41,3.7,5.9,4.1,Moderate
30,Male,High,Vegan,4.7,43,5.7,7.9,4.6,Low
21,Male,Low,Vegetarian,5.5,57,4.1,4.5,3.6,High
39,Other,High,Vegetarian,11.2,21,6.7,5.0,7.4,Moderate
24,Male,Moderate,Junk Food,7.4,38,5.9,5.8,6.9,Low
60,Male,Moderate,Balanced,8.1,21,3.4,4.5,5.0,Moderate
41,Other,Moderate,Vegan,6.0,47,2.9,9.2,4.6,High
21,Female,Low,Balanced,5.2,51,5.8,8.7,4.3,Moderate
45,Other,Low,Keto,7.7,38,4.7,5.1,3.6,Low
32,Male,High,Balanced,3.6,35,3.0,1.0,1.8,Moderate
18,Other,High,Junk Food,5.5,49,4.0,9.1,3.4,High
20,Female,High,Balanced,6.0,41,3.8,2.1,3.9,Low
31,Other,Low,Vegetarian,7.9,33,2.6,3.2,5.9,Low
55,Male,High,Vegan,7.1,20,5.3,2.4,8.0,High
18,Male,Moderate,Junk Food,5.8,21,6.6,2.6,4.6,Moderate
55,Other,High,Keto,7.1,41,5.5,8.2,9.5,Moderate
55,Female,Moderate,Vegan,6.0,52,7.0,6.2,8.4,High
38,Other,Low,Vegan,8.1,34,2.8,9.6,9.9,Low
46,Female,Moderate,Vegetarian,6.9,41,4.6,3.1,8.9,High
22,Female,Moderate,Vegetarian,9.1,59,5.7,5.4,6.6,Low
27,Other,Moderate,Vegetarian,6.1,58,6.1,9.8,6.4,Low
45,Female,Low,Junk Food,8.3,30,6.2,8.4,2.2,Moderate
38,Male,Low,Balanced,6.6,23,6.4,7.6,7.5,High
24,Other,Low,Vegan,5.5,26,5.9,2.7,6.4,Low
20,Female,Low,Balanced,10.4,40,2.6,7.9,5.6,Moderate
62,Male,High,Balanced,8.5,26,6.2,4.1,7.2,High
64,Other,Low,Vegetarian,6.9,23,6.3,5.8,5.0,High
37,Male,Moderate,Balanced,7.6,31,8.0,6.5,5.7,Low
36,Male,Low,Vegan,4.9,46,6.2,6.5,4.6,Low
52,Male,High,Vegan,4.9,36,6.1,7.5,7.5,Low
21,Female,High,Keto,8.2,39,5.1,7.0,8.9,High
22,Other,High,Junk Food,6.5,50,7.2,1.6,8.6,Low
18,Other,Moderate,Balanced,6.3,45,8.0,5.1,8.1,High
21,Female,Low,Junk Food,6.1,50,6.7,7.0,1.1,Moderate
29,Other,Low,Junk Food,6.7,54,5.7,3.7,9.2,High
44,Male,Low,Junk Food,6.1,28,2.5,3.8,3.5,Low
59,Other,Moderate,Junk Food,3.5,24,6.4,2.1,9.0,High
40,Female,Moderate,Vegan,8.6,27,6.3,4.8,2.8,Low
42,Male,High,Balanced,6.3,40,6.7,9.9,5.0,Moderate
38,Female,High,Keto,9.2,35,2.7,3.6,7.7,Low
41,Male,Low,Junk Food,3.9,35,5.9,5.8,6.8,Low
42,Male,Moderate,Keto,3.9,37,3.8,7.7,4.7,Low
62,Other,Moderate,Vegan,6.1,47,6.6,1.1,7.1,Low
63,Male,Low,Vegan,8.0,37,3.4,9.1,5.9,Low
49,Female,Low,Vegetarian,4.7,33,6.1,4.5,3.5,Low
49,Other,High,Junk Food,4.6,56,3.8,8.8,6.8,Moderate
22,Female,High,Vegetarian,7.1,59,2.1,1.4,2.8,Moderate
53,Male,High,Keto,6.0,35,5.8,2.3,7.2,High
63,Female,Low,Balanced,7.3,40,2.7,3.9,1.0,Low
59,Female,Low,Vegetarian,6.1,20,6.0,4.1,5.9,High
59,Male,High,Vegan,7.1,30,7.6,8.6,4.6,Moderate
56,Other,High,Junk Food,8.5,30,7.8,1.1,3.7,Moderate
33,Female,Moderate,Keto,4.7,21,3.4,6.8,5.6,Low
50,Male,Moderate,Vegan,8.3,51,6.9,2.2,6.8,Low
38,Other,High,Balanced,3.9,38,4.1,8.4,9.7,High
26,Other,High,Junk Food,7.4,24,7.4,8.0,8.5,Moderate
23,Other,Moderate,Balanced,8.6,22,6.7,5.5,7.5,High
62,Female,High,Balanced,5.7,47,2.4,2.9,5.3,High
52,Female,Moderate,Junk Food,7.5,45,4.4,6.7,4.5,High
56,Female,Moderate,Junk Food,5.8,42,4.0,2.4,1.3,Low
39,Other,Moderate,Balanced,7.4,49,6.7,2.7,4.2,Moderate
58,Female,Low,Keto,3.1,27,4.5,6.6,8.6,High
22,Male,Low,Junk Food,6.7,55,6.1,9.9,4.5,Moderate
59,Female,High,Vegan,7.1,48,5.6,9.0,5.2,Moderate
40,Female,Moderate,Vegetarian,8.5,32,7.9,6.3,3.4,High
34,Other,Low,Keto,7.9,44,7.6,5.8,3.5,High
29,Female,High,Junk Food,6.3,41,4.6,10.0,1.6,Low
40,Male,High,Junk Food,6.9,52,6.3,5.9,6.5,Moderate
33,Other,High,Keto,4.3,56,7.0,4.8,5.0,High
20,Male,High,Vegetarian,9.0,26,7.4,9.2,6.5,High
47,Other,High,Balanced,7.5,42,2.4,3.1,5.9,Moderate
39,Other,Moderate,Vegan,3.7,25,3.8,1.9,8.2,High
26,Female,High,Junk Food,6.9,34,3.9,6.7,7.8,Moderate
46,Male,Moderate,Vegetarian,7.0,34,4.6,1.9,7.9,High
64,Other,Low,Vegan,5.3,59,3.0,4.4,5.5,Moderate
54,Female,High,Keto,6.6,53,5.0,4.8,4.2,High
40,Other,Low,Junk Food,5.2,33,6.0,5.9,9.4,High
30,Other,Moderate,Balanced,4.4,48,5.0,9.9,1.5,Low
49,Other,Moderate,Keto,5.6,35,6.0,3.0,2.4,Moderate
63,Other,Low,Junk Food,6.8,48,2.4,4.4,4.8,Low
64,Other,High,Vegetarian,7.9,42,7.3,2.2,6.5,High
40,Other,High,Vegan,6.6,29,7.6,6.5,1.1,Moderate
62,Female,Low,Vegan,7.9,23,5.7,7.5,7.5,Moderate
34,Other,Low,Junk Food,7.5,31,7.3,5.3,6.0,High
57,Male,Low,Keto,4.9,53,2.8,3.2,5.4,High
38,Female,High,Balanced,7.5,23,6.8,6.6,4.8,High
19,Male,High,Vegetarian,7.5,39,2.7,5.9,5.7,High
54,Other,High,Junk Food,9.1,47,4.4,2.5,2.5,Moderate
23,Male,Low,Vegetarian,7.1,47,3.9,4.7,2.0,Low
61,Other,High,Vegan,4.6,25,5.5,4.9,3.6,Moderate
35,Other,Moderate,Balanced,5.7,33,3.8,9.8,7.4,Moderate
47,Female,Low,Vegetarian,3.7,54,5.8,8.6,6.3,Moderate
39,Female,High,Junk Food,7.3,20,4.2,7.6,5.3,Moderate
50,Other,Low,Balanced,9.0,38,7.2,9.0,6.1,High
47,Female,Moderate,Keto,2.9,20,5.8,7.6,6.0,Low
34,Male,Moderate,Junk Food,9.0,32,3.3,9.1,3.8,Moderate
60,Female,Low,Vegetarian,7.2,27,4.0,1.5,1.9,Moderate
49,Female,Low,Balanced,4.9,37,7.1,5.1,9.1,Low
59,Male,Moderate,Junk Food,6.9,54,4.3,7.7,6.4,High
31,Female,Low,Balanced,4.9,42,5.2,6.2,7.3,Moderate
27,Other,Moderate,Balanced,7.2,45,5.9,2.6,5.2,High
64,Male,Moderate,Balanced,6.6,57,4.1,4.1,7.8,Moderate
53,Other,High,Vegetarian,7.0,39,3.8,3.9,6.3,Moderate
51,Male,Low,Junk Food,5.1,21,4.9,3.4,1.5,Low
26,Other,Low,Vegan,5.3,45,3.3,4.1,9.0,Low
59,Other,High,Vegan,7.3,55,3.7,5.6,3.7,High
45,Female,Moderate,Vegetarian,5.7,44,2.4,8.7,2.2,Moderate
28,Other,Low,Vegetarian,6.7,49,3.8,7.7,1.8,High
31,Female,High,Balanced,7.2,37,3.9,8.5,7.5,Low
56,Male,High,Junk Food,6.2,26,7.8,9.0,7.3,Low
64,Other,Low,Junk Food,8.2,46,5.5,4.7,7.3,Low
36,Other,High,Keto,6.2,30,6.7,4.1,9.2,Low
32,Male,Moderate,Keto,6.2,56,2.3,1.5,4.1,Low
45,Male,High,Vegan,5.6,27,2.6,9.4,6.1,High
41,Other,Moderate,Keto,8.1,30,6.9,1.6,6.6,High
25,Male,Moderate,Keto,5.4,43,5.7,7.7,9.8,Low
60,Female,Low,Vegan,8.4,49,3.1,4.4,3.8,Moderate
26,Male,High,Vegan,6.7,49,4.4,9.5,9.6,Moderate
64,Male,Moderate,Keto,10.5,34,5.2,4.8,2.3,Moderate
50,Other,Moderate,Junk Food,5.5,54,7.1,8.3,7.9,Moderate
50,Female,High,Keto,8.4,58,2.4,3.5,6.7,Moderate
36,Male,Moderate,Balanced,7.3,43,5.6,3.7,8.4,Low
20,Female,High,Balanced,5.7,27,6.3,6.4,1.3,High
27,Female,Low,Balanced,7.3,39,7.9,10.0,1.7,Low
57,Female,Moderate,Vegetarian,7.2,45,6.8,5.7,1.6,Moderate
64,Other,Moderate,Balanced,6.0,43,3.7,9.4,6.3,Moderate
59,Male,High,Junk Food,7.1,41,6.3,8.1,6.4,High
18,Other,High,Vegetarian,8.2,24,6.6,8.2,9.2,Low
46,Male,High,Vegetarian,7.3,34,6.4,4.9,5.2,High
51,Male,High,Balanced,5.9,55,6.9,4.5,1.6,Moderate
30,Other,Moderate,Keto,5.8,56,7.4,2.7,2.9,Moderate
18,Female,Low,Vegan,6.4,48,2.6,9.7,1.1,High
51,Female,Low,Keto,8.2,34,2.6,9.6,8.0,Moderate
46,Male,Low,Keto,5.4,46,6.8,7.7,8.3,Low
64,Other,Low,Vegetarian,7.1,27,3.5,3.7,10.0,Moderate
30,Female,High,Vegetarian,4.2,48,2.4,3.2,4.7,Moderate
46,Female,Moderate,Vegetarian,7.4,38,4.4,9.9,1.2,Low
56,Male,Moderate,Junk Food,7.6,50,6.9,1.6,3.1,Moderate
41,Male,Moderate,Junk Food,9.5,28,2.8,8.6,6.3,High
43,Other,High,Vegan,7.9,29,6.0,4.2,9.7,High
34,Male,Moderate,Vegetarian,5.9,56,2.0,4.8,1.9,Moderate
24,Female,High,Balanced,4.2,29,2.7,8.5,2.1,Low
30,Female,Moderate,Vegetarian,7.3,52,4.1,1.8,7.3,Low
22,Female,Low,Junk Food,6.0,44,2.5,4.2,7.0,High
43,Female,High,Vegetarian,7.0,23,7.1,9.6,3.3,Moderate
20,Other,Moderate,Junk Food,5.4,24,7.2,7.3,8.3,Low
24,Other,Low,Vegetarian,6.2,42,6.5,7.8,2.2,Low
56,Male,Low,Balanced,4.0,58,3.5,7.8,9.3,High
18,Male,Low,Vegan,4.9,24,5.1,1.5,2.8,High
34,Male,High,Balanced,4.7,27,3.1,2.8,1.7,Low
60,Other,High,Junk Food,7.8,36,3.7,5.4,4.1,High
42,Female,Moderate,Keto,5.3,20,5.1,4.3,2.7,Low
20,Male,Low,Balanced,8.6,31,6.4,4.7,5.7,Moderate
32,Female,Moderate,Vegetarian,5.3,54,2.6,8.0,7.2,High
46,Male,Moderate,Vegan,9.6,33,3.8,1.1,5.4,High
60,Male,Low,Vegetarian,3.6,37,7.6,6.9,6.9,Moderate
49,Male,Moderate,Vegetarian,7.1,29,4.6,1.0,4.3,Low
43,Male,High,Balanced,6.6,34,7.6,1.6,1.3,Low
33,Male,Moderate,Vegan,4.7,52,7.9,4.7,9.8,High
42,Female,Low,Keto,5.7,38,5.2,8.6,8.4,Low
45,Male,High,Vegetarian,6.1,53,3.7,2.3,1.7,Low
26,Female,High,Vegan,6.9,44,6.7,6.0,5.0,Moderate
18,Other,Moderate,Keto,5.1,35,3.0,7.1,6.7,Moderate
46,Male,Moderate,Vegetarian,7.1,27,3.5,3.1,2.7,Moderate
39,Female,High,Vegan,6.7,54,6.7,5.6,6.2,High
33,Other,Moderate,Balanced,7.7,40,4.6,9.2,5.8,Moderate
58,Other,Low,Vegetarian,5.2,38,3.2,5.6,2.9,Moderate
61,Other,Moderate,Vegetarian,5.9,30,5.9,2.4,2.3,Low
58,Female,Moderate,Vegan,8.7,30,6.4,6.7,7.8,Moderate
24,Male,High,Vegetarian,5.1,30,2.8,6.3,3.9,High
31,Male,Moderate,Keto,4.4,41,3.7,1.2,3.2,Moderate
46,Female,Moderate,Vegetarian,5.6,40,3.3,1.8,7.6,High
36,Male,Moderate,Junk Food,3.8,46,4.3,2.4,7.6,Low
36,Female,Low,Keto,9.0,37,6.6,2.2,3.5,Low
19,Male,Moderate,Vegan,6.1,59,6.3,3.3,8.9,Moderate
58,Other,Low,Keto,6.1,57,6.0,5.1,7.2,Low
62,Male,Low,Junk Food,7.6,49,2.0,4.3,4.1,Moderate
32,Female,Low,Junk Food,5.4,52,2.9,9.0,4.8,Low
20,Female,Low,Vegetarian,6.2,40,3.3,6.5,7.5,High
28,Other,High,Vegetarian,5.4,21,3.6,8.9,2.9,Low
63,Female,Low,Balanced,3.9,32,2.9,5.7,5.2,Moderate
47,Male,Moderate,Keto,6.6,21,4.5,1.8,6.9,Moderate
57,Male,Low,Balanced,8.0,50,2.5,5.2,5.9,Moderate
35,Other,Moderate,Junk Food,6.6,29,6.5,8.4,6.5,High
19,Female,Low,Vegetarian,7.9,42,6.7,2.7,5.9,Low
49,Other,High,Vegetarian,4.9,41,5.4,1.8,2.8,Moderate
25,Male,Low,Vegetarian,5.4,48,2.5,4.0,4.7,High
39,Other,Low,Vegan,4.6,52,7.3,4.5,5.8,High
23,Female,High,Junk Food,7.0,50,7.8,3.8,8.0,High
29,Other,Low,Vegetarian,6.0,33,3.2,2.2,6.9,Low
64,Female,Moderate,Junk Food,6.0,29,6.2,3.3,4.8,Low
57,Female,Low,Vegetarian,7.5,37,7.1,7.1,9.8,Low
53,Male,Low,Keto,5.8,30,5.2,4.5,2.0,High
32,Male,Low,Junk Food,8.1,58,3.9,6.7,2.9,Low
45,Male,High,Balanced,6.9,22,4.9,5.8,4.1,Moderate
62,Female,Low,Vegan,6.0,21,5.1,5.9,3.1,High
35,Other,Low,Balanced,4.2,27,4.4,3.2,6.6,Low
19,Female,Moderate,Junk Food,7.5,50,7.6,5.7,1.4,High
30,Male,Low,Vegetarian,6.9,27,6.5,1.2,2.6,High
62,Male,Low,Junk Food,7.0,21,3.4,4.9,3.6,Low
32,Other,Low,Vegan,7.0,41,5.5,6.2,7.2,High
37,Male,Low,Junk Food,5.7,24,6.1,2.6,8.9,Low
46,Male,Moderate,Vegetarian,6.3,26,2.8,3.3,8.2,Low
59,Male,Moderate,Balanced,5.8,39,4.2,3.0,2.6,Low
46,Other,High,Keto,8.4,47,7.4,1.6,6.1,High
20,Female,Low,Balanced,6.1,32,5.4,4.1,1.3,High
36,Male,High,Vegetarian,5.6,21,3.3,9.8,3.8,Low
20,Other,High,Vegetarian,8.5,51,2.7,4.2,8.3,High
31,Male,Low,Vegan,8.3,45,5.1,5.1,5.1,Low
57,Other,Moderate,Junk Food,6.9,22,5.3,6.9,2.3,Moderate
21,Male,Moderate,Junk Food,6.3,32,4.0,6.8,4.9,High
28,Other,Low,Balanced,5.9,40,5.8,9.5,2.8,High
48,Male,Low,Keto,6.4,56,2.4,8.7,4.5,Moderate
60,Female,Moderate,Keto,5.2,42,2.9,8.1,5.4,Moderate
49,Male,Low,Vegan,7.2,26,5.3,9.6,4.1,Moderate
44,Other,Low,Vegetarian,9.0,36,2.4,3.1,9.4,Low
47,Male,Low,Vegan,7.3,47,7.3,6.6,6.1,Low
60,Female,Moderate,Junk Food,4.8,49,2.9,9.0,8.6,Moderate
19,Male,High,Vegetarian,7.2,24,6.0,6.6,7.8,Low
26,Other,High,Vegan,6.8,43,4.3,9.8,7.0,High
45,Other,Low,Balanced,7.2,26,4.4,1.9,5.5,Moderate
48,Female,Moderate,Junk Food,5.3,53,6.6,5.0,1.0,High
51,Other,Low,Keto,6.5,52,5.0,9.8,6.5,Low
32,Male,Moderate,Vegan,7.8,46,6.4,4.4,4.2,Moderate
42,Male,Low,Junk Food,4.9,33,5.0,7.7,2.1,Low
53,Male,Moderate,Junk Food,5.8,38,5.6,1.3,5.0,High
25,Other,Moderate,Keto,6.1,57,6.6,7.3,7.6,Low
26,Male,High,Keto,8.0,31,5.6,9.4,9.7,High
54,Male,Low,Keto,8.2,22,5.7,4.4,4.4,Low
62,Male,High,Vegan,3.6,26,6.7,1.2,5.9,High
56,Female,High,Keto,8.0,54,7.7,1.3,8.7,Low
49,Other,Moderate,Balanced,8.3,44,4.3,9.0,4.0,Moderate
34,Other,Low,Junk Food,8.2,34,5.5,7.5,2.3,Moderate
52,Other,Moderate,Keto,5.7,38,2.5,2.0,3.5,Low
54,Female,Moderate,Junk Food,6.2,38,4.2,1.5,9.1,High
36,Other,Moderate,Vegetarian,4.1,42,4.5,8.2,2.4,Low
61,Female,Low,Vegetarian,3.4,30,7.0,8.3,4.0,Moderate
46,Female,Low,Keto,6.0,40,5.1,2.1,5.2,High
24,Other,Moderate,Junk Food,6.6,53,6.4,3.7,8.6,Low
45,Male,Low,Vegetarian,6.8,58,2.1,8.0,9.4,Low
26,Male,Moderate,Keto,7.7,26,4.8,5.7,4.8,High
45,Other,Low,Junk Food,11.1,46,7.4,9.6,9.4,Low
23,Other,Low,Keto,5.9,42,3.3,5.3,2.5,Moderate
46,Female,High,Junk Food,4.9,57,2.2,7.1,2.4,Moderate
34,Other,Moderate,Vegetarian,7.3,39,4.6,5.6,9.5,High
33,Female,High,Keto,6.8,46,6.2,9.5,5.6,Low
40,Other,High,Vegetarian,5.6,27,4.7,4.6,2.7,Low
48,Male,Moderate,Keto,7.9,56,4.8,3.1,5.4,Moderate
20,Male,Moderate,Vegan,5.3,22,6.0,3.9,8.0,High
38,Other,Low,Vegetarian,6.3,21,3.5,8.7,8.4,High
43,Female,Moderate,Vegetarian,6.4,41,6.5,5.5,8.8,High
53,Male,High,Balanced,5.1,25,2.9,4.2,6.1,Moderate
59,Female,High,Vegetarian,3.9,58,4.4,5.9,8.8,Moderate
54,Other,Moderate,Junk Food,6.8,59,5.9,2.2,5.6,High
39,Other,High,Keto,8.6,55,7.0,1.0,6.5,High
59,Male,Low,Vegan,7.9,43,6.7,3.5,7.8,Low
29,Other,High,Junk Food,8.0,31,6.3,6.4,4.8,Low
59,Male,Low,Junk Food,5.3,36,4.2,7.4,1.7,High
30,Female,High,Junk Food,6.8,41,2.7,8.4,4.2,Moderate
